ACLE1;DESAPRES;;;;;;;;CODESSFAMILLE;CODEFAMILLE;CODEVENTILVT;POIDS
811061;A1 Etude;27/03/2013 17:49:02;arceau arrière b;;;;;;S;601;4;9172
811060;A1 Etude;27/03/2013 17:49:03;patin d'assemblage tube alu;;;;;;N;601;4;476
811065;A1 Etude;27/03/2013 17:49:03;Rondelle d'appui cylindrique Ø60;;;;;;N;601;4;"""SW-Mass@811065.SLDPRT"""
811130;A1 Etude;27/03/2013 17:49:03;bague épaulée;;;;;;N;601;4;13
810956;A1 Approuvé;23/03/2016 12:29:56;Caillebotis court;;;;;;S;601;4;3.5
811064;A1 Etude;27/03/2013 17:49:03;manchon support banquette;;;;;;N;601;4;322
811063;A1 Etude;27/03/2013 17:49:04;axe maintien banquette;;;;;;N;601;4;1465
810959;A1 Approuvé;23/03/2016 12:29:56;Caillebotis long;;;;;;S;601;4;13.8
810963;A1 Approuvé;23/03/2016 12:29:56;Caillebotis étroit;;;;;;S;601;4;3.1
810965;A1 Approuvé;23/03/2016 12:29:55;Perche EPI;;;;;;S;601;4;7.5
811074;A1 Etude;27/03/2013 17:49:04;porte numéro;;;;;;N;601;4;245
811067;A1 Etude;27/03/2013 17:49:05;siège complet ;;;;;;N;601;4;62730
811062;A1 Etude;27/03/2013 17:49:05;Arceau avant a;;;;;;S;601;4;9008
811166;A1 Approuvé;12/07/2013 11:29:41;Plot Ø30;;;;;;N;601;4;1777
811167;A1 Approuvé;12/07/2013 11:29:41;Bague de centrage plots Ø30;;;;;;S;601;4;394
811168;A1 Approuvé;12/07/2013 11:29:42;Bague delrin;;;;;;N;601;4;43
811005;A1 Approuvé;27/03/2013 17:49:06;Plaque de liason suspente/vehicule;;;;;;N;601;4;2681
811165;A2 Approuvé;27/03/2013 17:32:11;Caillebotis intérieur de gare Alpha lg.1790;;;;;;N;601;4;9
811006;A5 Etude;11/03/2016 11:20:19;Pied support de garde-corps supérieure;;;;;;N;601;4;971
811169;A1 Approuvé;12/07/2013 11:29:43;Ensemble plot + coussinet;;;;;;N;601;4;1658
811170;A1 Approuvé;12/07/2013 11:29:43;Ensemble plot Ø30 + coussinet;;;;;;N;601;4;1829
810977;A5 Etude;11/03/2016 11:20:18;Structure support;;;;;;S;601;4;26538
810966;A4 Etude;11/03/2016 11:20:18;Structure principale;;;;;;S;601;4;17671
811056;A1 Etude;27/03/2013 17:49:07;Axe intérieur tête de suspente;;;;;;N;601;4;556.08
811171;A1 Etude;27/03/2013 17:49:08;Rondelle frein pour pince Graffer;;;;;;N;601;4;10
820943;A2 Approuvé;18/06/2013 08:51:18;Kit montage poulie S dans S-C 800 -1000 Rlt bille 6307 type 2;;;;;;N;602;5;3.6
811132;A1 Approuvé;27/03/2013 17:29:01;Axe principal pour vis M27;;;;;;S;601;4;81
870031;A1 Etude;27/03/2013 15:32:16;Bride de support;;;;;;N;601;4;476
870032;A1 Etude;27/03/2013 15:32:16;Support  détection déraillement cable;;;;;;N;601;4;616
811175;A2 Approuvé;23/03/2016 12:27:54;Chape de liaison;;;;;;S;601;4;897
820944;A1 Approuvé;18/06/2013 08:50:55;Kit montage poulie C ou C dans S-C 800 -1000 Rlt bille 6307 type 2;;;;;;N;602;5;3.7
820986;A2 Approuvé;18/06/2013 11:55:17;Axe poulie Ø1000 type 2 coudé 18°;;;;;;S;602;5;6.5
811027;A1 Approuvé;27/03/2013 17:29:01;Axe du bras de 2 dans le flasque de 4;;;;;;S;601;4;3.1
811028;A1 Approuvé;27/03/2013 17:29:02;Axe de 2 dans le bras;;;;;;S;601;4;4.9
811029;A2 Approuvé;27/03/2013 17:29:02;Axe principal de balancier 2/4/2 450;;;;;;S;601;4;50
811026;A3 Approuvé;11/03/2014 18:46:21;Etrier M12 45 H106;;;;;;N;601;4;199
811173;A1 Approuvé;27/03/2013 17:29:03;Ressort de butée;;;;;;N;601;4;51
811066;A1 Etude;27/03/2013 17:49:09;assemblages des tubes alu D60;;;;;;N;601;4;1110
811177;A2 Approuvé;09/09/2014 08:37:42;Vis système de tension;;;;;;S;601;4;3020
811178;A1 Approuvé;27/03/2013 17:29:05;Douille système de tension;;;;;;S;601;4;1234
811067 arceau v5 position noix;A1 Etude;27/03/2013 17:49:09;siège complet ;;;;;;N;601;4;"""SW-Mass@811067 arceau v5.SLDASM"""
820982;A2 A Vérifier;27/03/2013 16:12:22;Kit montage poulie Ø600-1000 Rlt. 33208 type 3;;;;;;N;602;5;8
811181;A1 Approuvé;23/03/2016 12:27:55;Axe de serrage;;;;;;N;601;4;277
811182;A3 Approuvé;23/03/2016 12:27:55;Axe de liaison;;;;;;S;601;4;347
811183;A1 Approuvé;23/03/2016 12:27:54;Rondelle de serrage;;;;;;N;601;4;37
810641;A1 Approuvé;27/03/2013 17:49:11;Axe de fixation;;;;;;S;601;4;141
811159;A2 Approuvé;27/03/2013 17:49:11;Ensemble double barette cassante pour téléportés monoconnecteur;;;;;;S;601;4;79.09
811160;A2 Approuvé;27/03/2013 17:49:12;Ensemble complet double barrette cassante biconnecteur;;;;;;S;601;4;82.88
811162;A1 Approuvé;27/03/2013 17:49:12;Entretoise pour ensemble double barrettes cassantes;;;;;;N;601;4;2
820990;A1 Etude;27/03/2013 16:12:22;;;;;;;N;602;5;152843
810717;A3 Vérifié;27/10/2015 17:50:47;Kit fixation balancier 6S-8S Ø450 dans potence avant 1990.;;;;;;N;601;4;-
811185;A2 Approuvé;27/03/2013 17:49:13;Epure ALTIBLOK type 2 galet Ø 450;;;;;;N;601;4;224727
811139;A4 Approuvé;16/02/2015 12:10:19;Garde-corps principal supérieur;;;;;;N;601;4;7809
811157;A3 Approuvé;16/02/2015 12:10:22;Garde-corps superieur - cote -;;;;;;N;601;4;3619
811019;A3 Approuvé;27/03/2013 17:49:14;Ensemble ALTIBLOK pour balancier type 2 galet Ø 450 montée à gauche;;;;;;N;601;4;225369
810975;A4 Etude;11/03/2016 11:20:18;Support garde corp inferieur type 1;;;;;;N;601;4;3671
810979;A4 Etude;11/03/2016 11:20:19;Support garde corp inferieur type 2;;;;;;N;601;4;3791
810981;A4 Etude;11/03/2016 11:20:19;Support garde corp inferieur type 3;;;;;;N;601;4;3672
811009;A3 Approuvé;16/02/2015 12:10:29;Armoire de rangements;;;;;;N;601;4;
810976;A2 Approuvé;23/04/2013 08:12:28;Aluminium gaufré pour plate-forme inferieure;;;;;;N;601;4;10957
810995;A1 Approuvé;27/03/2013 17:49:18;Reprise de la piéce 601020;;;;;;N;601;4;141
811077;A1 Etude;27/03/2013 17:49:19;tete de supente;;;;;;S;601;4;4354.32
811129;A1 Etude;27/03/2013 17:49:19;Entretoise liaison banquette véhicule 2 pl;;;;;;N;601;4;132.35
811186;A4 Approuvé;16/02/2015 12:10:22;Systeme de fermeture du portillon;;;;;;N;601;4;441
811172;A2 Approuvé;03/04/2013 16:59:09;Fourreau galet Ø450;;;;;;S;601;4;698
811078;A1 Etude;27/03/2013 17:49:20;Axe d'assemblage de banquette;;;;;;S;601;4;785
870033;A1 Etude;27/03/2013 15:32:16;Rondelle frein pour pince Graffer;;;;;;N;601;4;10
811081;A1 Etude;27/03/2013 17:49:20;Butée garde corps;;;;;;N;601;4;33
811067 encombrement;A1 Etude;27/03/2013 17:49:20;siège complet ;;;;;;N;601;4;107616
811040;A1 Approuvé;27/03/2013 17:29:06;Ensemble système de tension;;;;;;N;601;4;17099
811018;A5 Approuvé;30/05/2013 19:10:09;Ensemble ALTIBLOK  pour balancier type 1 galet Ø425 montée à gauche ;;;;;;N;601;4;549
811176;A2 Approuvé;27/03/2013 17:49:22;Epure ALTIBLOK type 1 galet Ø 425;;;;;;N;601;4;548
811190;A1 Approuvé;12/07/2013 11:29:45;Plaquette arrêtoire M36;;;;;;N;601;4;76
821000;A1 Approuvé;27/03/2013 16:12:23;Outil de montage du sectionneur;;;;;;N;602;5;820
820998;A1 Approuvé;27/03/2013 16:12:25;Appui côté sectionneur;;;;;;N;602;5;366
820999;A2 Approuvé;27/03/2013 16:12:25;Tige filetée M10x260;;;;;;N;602;5;21
820997;A1 Approuvé;27/03/2013 16:12:25;Appui côté goupille;;;;;;N;602;5;346
821001;A1 Approuvé;27/03/2013 16:12:25;Reprise plat sup.;;;;;;N;602;5;
821002;A1 Approuvé;27/03/2013 16:12:26;Reprise bras support axe;;;;;;N;602;5;
810982;A4 Etude;11/03/2016 11:20:20;Structure passerelle supérieure;;;;;;S;601;4;11.6
811197;A5 Etude;11/03/2016 12:07:09;Structure porteuse;;;;;;S;601;4;85
820996;A1 Approuvé;27/03/2013 16:12:27;Rondelle épaisse Ø6;;;;;;N;602;5;11
811187;A2 Approuvé;16/02/2015 12:10:23;Portillon;;;;;;N;601;4;514
811205;A1 Etude;27/03/2013 17:49:24;tôle de suspente;;;;;;S;601;4;4667
811218;A1 Etude;27/03/2013 17:49:24;Axe de liaison banquette véhicule 2 pl;;;;;;S;601;4;1746
820949;A1 Etude;28/03/2013 08:24:59;Potence tubulaire complète pour équipement support type 2;;;;;;N;602;5;147
811220;A1 Etude;27/03/2013 17:49:25;Arceau rénovation véhicule 2 pl;;;;;;S;601;4;8.5
820950;A1 Etude;28/03/2013 08:39:29;Potence tubulaire complète pour équipement compression type 2;;;;;;N;602;5;147
811208;A1 Etude;27/03/2013 17:49:25;Tête de suspente;;;;;;S;601;4;3385
811209;A1 Etude;27/03/2013 17:49:25;Plat butée de garde corps véhicule 2 pl;;;;;;N;601;4;31
811210;A1 Etude;27/03/2013 17:49:26;Entretoise L 16;;;;;;N;601;4;42
811221;A1 Etude;27/03/2013 17:49:26;Axe de serrage véhicule 2 pl;;;;;;S;601;4;299
811222;A1 Etude;27/03/2013 17:49:26;Bague de guidage véhicule 2 pl;;;;;;N;601;4;33
900001;A1 Etude;27/03/2013 15:32:17;Moyeu;;;;;;N;;;313697
820955;A1 Etude;27/03/2013 16:12:28;Passerelle amont pour équipement support-compression type 2;;;;;;N;602;5;1371
900002;A1 Etude;27/03/2013 15:32:17;Secteur couronne;;;;;;N;;;135
900003;A1 Etude;27/03/2013 15:32:17;Centreur;;;;;;N;;;72
900004;A1 Etude;27/03/2013 15:32:17;Ensemble couronne dentée;;;;;;N;;;734817
820957;A1 Etude;27/03/2013 16:12:36;Passerelle aval pour équipement support-compression type 2;;;;;;N;602;5;1354
821003;A1 Etude;23/03/2016 12:27:45;Soutien court réglable;;;;;;N;602;5;580
821004;A1 Etude;23/03/2016 12:27:42;Soutien court;;;;;;N;602;5;330
811230;A1 Approuvé;29/05/2013 10:29:15;Suspente type 2 véhicule de service;;;;;;S;601;4;19651
820954;A1 Etude;27/03/2013 16:12:35;Passerelle amont pour équipement support ou compression type 2;;;;;;N;602;5;710
820953;A1 Vérifié;31/01/2014 15:53:57;Embout de potence pour équipement support-compression type 2;;;;;;N;602;5;20
811231;A1 Etude;27/03/2013 17:49:27;Suspente véhicule 2 pl;;;;;;S;601;4;15
Galet débrayable TB41-39;A1 Etude;23/03/2016 12:29:24;Ass. Galet débrayage pince mono TB41 Ø39;;;;;;N;;;1015
820928;A1 Approuvé;27/03/2013 16:12:28;Douille double encoche pour câble de 12 Type 2;;;;;;S;602;5;242
820930;A1 Approuvé;27/03/2013 16:12:29;Douille double encoche pour câble de 16 Type 2;;;;;;S;602;5;263
820931;A2 Approuvé;17/10/2013 15:50:23;Support de douille pour cable Ø12 droite Type 2;;;;;;N;602;5;404
811233;A1 Approuvé;14/11/2013 15:05:10;Support d'extrémité de caillebotis;;;;;;N;601;4;534
811232;A1 Approuvé;14/11/2013 15:05:11;Ass. support extrémité de caillebotis;;;;;;N;601;4;89156
820933;A2 Approuvé;17/10/2013 15:50:59;Support de douille pour cable Ø12 gauche Type 2;;;;;;N;602;5;404
820932;A2 Approuvé;17/10/2013 15:50:39;Support de douille pour cable Ø16 droite Type 2;;;;;;N;602;5;420
820934;A2 Approuvé;17/10/2013 15:51:21;Support de douille pour cable Ø16 gauche Type 2;;;;;;N;602;5;420
811234;A1 Etude;23/03/2016 12:29:21;Axe galet de roulement;;;;;;N;601;4;394
820919;A2 Approuvé;01/12/2014 12:34:25;Ensemble attache débrayable gauche douille Ø12 Type 2;;;;;;N;602;5;1556
820920;A1 Approuvé;28/11/2013 09:35:32;Ensemble attache débrayable gauche douille Ø16 Type 2;;;;;;N;602;5;1572
820921;A1 A Vérifier;27/03/2013 16:12:31;Ensemble attache débrayable droite douille Ø12 Type 2;;;;;;N;602;5;1556
820922;A1 Approuvé;28/11/2013 10:01:36;Ensemble attache débrayable droite douille Ø16 Type 2;;;;;;N;602;5;1572
820923;A1 A Vérifier;27/03/2013 16:12:32;Ensemble levier-support montée à gauche pour douille de 10 & 12 Type 2;;;;;;N;602;5;1323
820924;A1 A Vérifier;27/03/2013 16:12:33;Ensemble levier-support montée à gauche pour douille de 14 & 16 Type 2;;;;;;N;602;5;1338
820925;A1 A Vérifier;27/03/2013 16:12:33;Ensemble levier-support montée à droite pour douille de 10 & 12 Type 2;;;;;;N;602;5;1324
820926;A1 A Vérifier;27/03/2013 16:12:34;Ensemble levier-support montée à droite pour douille de 14 & 16 Type 2;;;;;;N;602;5;1338
811236;A1 Etude;23/03/2016 12:29:20;Entretoise Ø37-24x6;;;;;;N;601;4;29
Galet de roulement TB41-39;A1 Etude;23/03/2016 12:29:22;Ass. galet de roulement pince mono TB41 Ø39;;;;;;N;;;2.4
811235;A1 Etude;23/03/2016 12:29:21;Galet de roulement pince mono TB41 Ø39;;;;;;N;601;4;468
810967;A6 Etude;15/04/2016 11:06:30;Véhicule de service pour TSF4 type 2;;;;;;S;601;4;204
811225;A1 Etude;23/03/2016 12:29:19;Coupelle supérieure type 2;;;;;;S;601;4;1.0
811238;A1 Etude;06/06/2013 14:58:05;Ecrou d'axe de suspente M25x1,5;;;;;;S;601;4;48
811240;A1 Etude;27/03/2013 17:49:30;Profil de  jante poulie retour;;;;;;N;601;4;1452890
811241;A1 Etude;27/03/2013 17:49:31;Profil de  jante poulie motrice;;;;;;N;601;4;/
811243;A1 Etude;23/03/2016 12:29:17;Bague de guidage ;;;;;;N;601;4;28
Systhème comp. TB41-39;A1 Etude;23/03/2016 12:29:19;Ass.Systhème de compression pince mono TB41 Ø39;;;;;;N;;;16.9
811224;A1 Etude;23/03/2016 12:29:19;Coupelle inférieure alu type 2;;;;;;S;601;4;2.3
811244;A1 Etude;23/03/2016 12:29:16;Chape de coupelle supérieur;;;;;;N;601;4;1.6
Galet arrière TB41-39;A1 Etude;23/03/2016 12:29:16;Ass. galet arrière 1 pièce  pince mono TB41 Ø39;;;;;;N;;;2.6
811245;A1 Etude;06/06/2013 12:23:43;Galet arrière;;;;;;N;601;4;692
Galet arrière 2 pièces TB41-39;A1 Etude;23/03/2016 12:29:16;Ass. galet arrière 1 pièce  pince mono TB41 Ø39;;;;;;N;;;2.6
811246;A1 Etude;23/03/2016 12:29:15;Demi-galet rigide;;;;;;N;601;4;362
811248;A1 Etude;23/03/2016 12:29:15;Fourreau de galet arrière 2 pièces de pince TB;;;;;;N;601;4;0.8
811247;A1 Etude;23/03/2016 12:29:14;Demi-galet souple;;;;;;N;601;4;288
811249;A1 Approuvé;27/03/2013 17:49:33;Comparatif gabarit;;;;;;N;601;4;-
811250;A1 Etude;06/06/2013 14:58:06;Ens.Système de compression  pince mono TB41 Ø39;;;;;;N;601;4;16.9
811251;A1 Etude;31/05/2013 12:06:26;Ens. Galet débrayage  pince mono TB41 Ø39;;;;;;N;601;4;1015
811252;A1 Etude;31/05/2013 12:06:27;Ens. Galet de roulement  pince mono TB41 Ø39;;;;;;N;601;4;2.4
811254;A1 Etude;06/06/2013 14:58:07;Galet arrière 2 pièces pince mono TB41 Ø39;;;;;;N;601;4;2.4
811253;A1 Etude;06/06/2013 12:23:44;Ens. Galet arrière 1 pièce pince mono TB41 Ø39;;;;;;N;601;4;2.3
811255;A1 Etude;17/06/2013 14:18:56;Rondelle de friction;;;;;;N;601;4;2
811256;A2 Approuvé;26/10/2013 09:15:31;Etrier M10 Ø200 x 225;;;;;;N;601;4;339
810661;A2 Approuvé;27/03/2013 17:49:37;Plaque porte numéro;;;;;;N;601;4;113
810650;A1 Approuvé;27/03/2013 17:49:38;Axe poulie retour TSF type 2 de 1984;;;;;;S;601;4;213.6
821016;A1 A Vérifier;27/03/2013 16:12:37;Bague Ø20;;;;;;N;602;5;31
810653 pour notice;A6 Etude;27/03/2013 17:49:38;VA4P rénové pour télésiège débrayable;;;;;;N;601;4;81
811007;A4 Etude;11/03/2016 11:20:19;Bute pied plate-forme superieure L 373mm;;;;;;N;601;4;568
811239;A4 Etude;11/03/2016 11:20:21;Bute pied plate-forme superieure L 337mm;;;;;;N;601;4;519
811004;A2 Approuvé;16/02/2015 12:10:16;Etrier M12 Ø94 h119;;;;;;S;601;4;246.70
811003;A1 Approuvé;27/03/2013 17:49:40;Poignée EPI;;;;;;N;601;4;344
811257;A2 Etude;11/03/2014 16:48:12;Modification de potence 4,60 m en voie réduite 4,30 m S ou C type 2.;;;;;;S;601;4;740.5
821025;A1 Etude;27/03/2013 16:12:37;Déclencheur montée à gauche;;;;;;N;602;5;1560
811258;A2 Etude;23/03/2016 12:27:53;Modification potence 4,60 m en voie réduite 4,15 m S ou C type 2.;;;;;;S;601;4;720.8
821006;A1 Etude;27/03/2013 16:12:37;Guide écarteur;;;;;;N;602;5;1312
811259;A1 Approuvé;12/07/2013 11:29:44;Bague pour axe Ø70;;;;;;N;601;4;406
821010;A1 Etude;27/03/2013 16:12:38;Départ auto de TK débrayable  montée à droite;;;;;;N;602;5;11
821011;A1 Etude;27/03/2013 16:12:39;Départ auto de TK débrayable  montée à gauche;;;;;;N;602;5;11
821012;A1 Etude;27/03/2013 16:12:39;Support horizontal Ø34;;;;;;N;602;5;977
821009;A1 Etude;27/03/2013 16:12:39;Demi-bride Ø34;;;;;;N;602;5;213
821014;A1 Etude;27/03/2013 16:12:39;Butée de déclencheur;;;;;;N;602;5;79
821007;A1 Etude;27/03/2013 16:12:40;Demi-bride de support Ø60;;;;;;N;602;5;587
811260;A2 Approuvé;27/03/2013 17:49:42;Châssis frein d'urgence - Gauche -;;;;;;S;601;4;194.86
811261;A2 Approuvé;27/03/2013 17:49:42;Châssis de frein d'urgence - Droit -;;;;;;S;601;4;193928
811274;A2 Approuvé;27/03/2013 17:49:43;Axe frein d'urgence;;;;;;S;601;4;8110
811273;A1 Approuvé;27/03/2013 17:49:43;Axe galet de lorry de gare alpha;;;;;;S;601;4;64111
811272;A2 Approuvé;27/03/2013 17:49:43;Ecrou special axe de frein d'urgence;;;;;;S;601;4;1428
811276;A2 Approuvé;27/03/2013 17:49:44;Poutre support monogalet;;;;;;S;601;4;88265
811277;A1 Approuvé;27/03/2013 17:49:44;Traverse support monogalet;;;;;;S;601;4;114161
811278;A1 Approuvé;27/03/2013 17:49:44;Support axe monogalet;;;;;;S;601;4;9252
811086;A1 Approuvé;27/03/2013 17:29:07;Axe de bras;;;;;;S;601;4;3.5
811087;A1 Approuvé;27/03/2013 17:29:07;Axe 2S - 2C PAF;;;;;;S;601;4;5.2
811088;A1 Etude;27/03/2013 17:29:08;Axe d'articulation avec graisseur;;;;;;S;601;4;486
811284;A2 Etude;11/04/2016 15:13:22;Axe d'articulation;;;;;;S;601;4;495
811089;A2 Approuvé;03/04/2013 16:58:02;Vis de tension;;;;;;S;601;4;5544
811090;A1 Approuvé;27/03/2013 17:29:09;Rondelle d'axe 2S - 2C PAF;;;;;;N;601;4;171
811096;A3 Approuvé;03/04/2013 16:58:34;Ecrou système de tension;;;;;;S;601;4;1497
811103;A2 Approuvé;17/07/2014 15:36:40;Ressort extérieur de balanciers SuperConfort type 2 L0=297;;;;;;S;601;4;13702
811282;A2 Approuvé;27/03/2013 17:49:45;Modification du châssis moteur du TSD du Biollay pour le TSF4 de Grande Rare;;;;;;N;601;4;240155
811104;A2 Approuvé;17/07/2014 15:38:38;Ressort intérieur de balanciers SuperConfort type 2 L0=297;;;;;;S;601;4;5772
811106;A1 Approuvé;27/03/2013 17:29:11;Entretoise silentbloc/palier;;;;;;N;601;4;2077
811091;A1 Etude;27/03/2013 17:29:12;Rondelle sphérique;;;;;;S;601;4;238
811092;A1 Etude;20/04/2016 11:37:30;Rondelle d'appui de ressorts;;;;;;N;601;4;0
811093;A1 Etude;27/03/2013 17:29:13;Rondelle d'appui de ressorts;;;;;;N;601;4;291
811095;A1 Etude;27/03/2013 17:29:13;Rondelle entretoise Flasque 2/bras;;;;;;N;601;4;790
811100;A1 Etude;27/03/2013 17:29:14;Chape de tension;;;;;;S;601;4;3280
811285;A2 Approuvé;27/03/2013 17:49:45;Modification du châssis moteur de Tete de Torraz;;;;;;N;601;4;231534
811289;A2 Approuvé;27/03/2013 17:49:45;Disque d'inertie Grande Rare;;;;;;N;601;4;342434
811290;A1 Approuvé;27/03/2013 17:49:45;Disque d'inertie Tete de Toraz;;;;;;N;601;4;79
811283;A2 Approuvé;27/03/2013 17:49:46;Accouplement  arbre moteur/disque inertie Grande Rare;;;;;;N;601;4;111225
811291;A1 Approuvé;27/03/2013 17:49:46;Reprise du moyeu existant (Tete de Torraz);;;;;;N;601;4;35807
Plan cabanon avant modif;A1 Etude;23/03/2016 12:29:14;Plan cabanon avant modif;;;;;;N;;;
811293;A2 Approuvé;27/03/2013 17:49:46;rondelle concave sphérique M39;;;;;;N;601;4;484
811294;A2 Approuvé;27/03/2013 17:49:46;Rondelle convexe sphérique M39;;;;;;N;601;4;535
811298;A1 Approuvé;27/03/2013 17:49:47;Poutre Monogalet;;;;;;S;601;4;245989.94
811279;A1 Etude;27/03/2013 17:49:47;Gare retour TSF;;;;;;N;601;4;7710275
811266;A2 Approuvé;27/03/2013 17:49:47;Ensemble axe de poulie retour avec bague Ø260 pour roulement 23144;;;;;;S;601;4;214
811301;A1 Approuvé;27/03/2013 17:49:48;Passerelle voie reduite 4.15 m;;;;;;N;601;4;743036
811302;A1 Approuvé;27/03/2013 17:49:48;Passerelle voie reduite 4.30 m;;;;;;N;601;4;743036
811329;A1 Approuvé;27/03/2013 17:49:48;Cale 1/4 de pylone Ø762 ep10;;;;;;N;601;4;5554
811330;A1 Approuvé;27/03/2013 17:49:49;Cale 1/4 de pylone Ø762 ep20;;;;;;N;601;4;11108
811331;A1 Approuvé;27/03/2013 17:32:11;Gabarit Plaque reprise de tension GR;;;;;;N;601;4;3034
811332;A1 Approuvé;27/03/2013 17:32:12;Gabarit Plaque reprise de tension GM;;;;;;N;601;4;4531
811333;A1 Approuvé;27/03/2013 17:49:49;Ensemble moteur du TSF4 de la Grande Rare ;;;;;;N;601;4;1475
811334;A2 Approuvé;27/03/2013 17:49:49;Ensemble moteur du TSF4 de Tete de Toraz;;;;;;N;601;4;788323
811335;A1 Approuvé;27/03/2013 17:49:50;Rondelle d'appuie;;;;;;N;601;4;285
811311;A4 Approuvé;23/03/2016 12:30:17;passerelle 12C sous portique;;;;;;S;601;4;2603317
811314;A1 Approuvé;23/03/2016 12:30:05;L de support passerelle_1;;;;;;S;601;4;144
811350;A2 Approuvé;27/03/2013 17:49:51;Ski guide pour balancier Support;;;;;;N;601;4;
811318;A1 Approuvé;23/03/2016 12:30:12;Poutre centrale;;;;;;S;601;4;105
811317;A1 Approuvé;23/03/2016 12:30:15;support marche passerelle 12C_2;;;;;;S;601;4;49
811315;A1 Approuvé;23/03/2016 12:30:05;support marche passerelle12C_1;;;;;;S;601;4;49
811324;A1 Approuvé;23/03/2016 12:30:06;Montant de garde corps 12C_3;;;;;;S;601;4;9
811316;A1 Approuvé;23/03/2016 12:30:12;Montant de garde corps 12C_1;;;;;;S;601;4;6080
811322;A1 Approuvé;23/03/2016 12:30:10;Montant de garde corps 12C_2;;;;;;S;601;4;6079
811321;A1 Approuvé;23/03/2016 12:30:10;lisse garde corps passerelle 12C_3;;;;;;S;601;4;3524
811353;A1 Approuvé;23/03/2016 12:30:06;lisse garde corps passerelle 12C_4;;;;;;S;601;4;667
811320;A1 Approuvé;23/03/2016 12:30:08;lisse garde corps passerelle 12C_2;;;;;;S;601;4;524
811327;A1 Approuvé;23/03/2016 12:30:07;lisse garde corps passerelle 12C_1;;;;;;S;601;4;548
811325;A1 Approuvé;23/03/2016 12:30:13;lisse de garde corps central;;;;;;S;601;4;8473
811326;A1 Approuvé;23/03/2016 12:30:15;hauban de maintien;;;;;;S;601;4;8757
811319;A1 Approuvé;23/03/2016 12:30:09;plinthe de bout de passerelle;;;;;;S;601;4;1961
811323;A1 Approuvé;23/03/2016 12:30:06;plaque de maintien passerelle;;;;;;S;601;4;12171
811328;A1 Approuvé;23/03/2016 12:30:04;Contreventement;;;;;;S;601;4;7581
821027;A1 Approuvé;27/03/2013 16:12:40;Axe support Ø1000 M35-M27;;;;;;S;602;5;5.7
811313;A1 Approuvé;23/03/2016 12:30:11;L de support passerelle_2;;;;;;S;601;4;145
811358;A1 Approuvé;23/03/2016 12:30:14;Ensemble support échelle passerelle 12C;;;;;;S;601;4;795.32
811352;A1 Approuvé;23/03/2016 12:30:14;tube support echelle;;;;;;S;601;4;568
821028;A3 Approuvé;19/09/2013 15:17:50;Axe support Ø1000 M35-M27 - 2xM24;;;;;;S;602;5;5.7
811359;A1 Approuvé;23/03/2016 12:30:08;anti rotation étrier passerelle 12C;;;;;;S;601;4;11454
811348;A1 Approuvé;23/03/2016 12:30:11;support hauban cablette;;;;;;S;601;4;2932
811310;A1 Approuvé;23/03/2016 12:30:04;U support passerelle;;;;;;S;601;4;125
811312;A1 Approuvé;23/03/2016 12:30:04;Compas de reglage passerelle 12C;;;;;;S;601;4;17
plate forme chemin P4 TT;A1 Etude;23/03/2016 12:29:13;plateforme chemin P4 TT;;;;;;N;;;
